Angulo,Calado,Rotacao,Vw,Fx_popa_bom,Fx_popa_bor,Fx_proa_bom,Fx_proa_bor,Fy_popa_bom,Fy_popa_bor,Fy_proa_bom,Fy_proa_bor,Fx_popa_bom,Fx_popa_bor,Fx_proa_bom,Fx_proa_bor,Fy_popa_bom,Fy_popa_bor,Fy_proa_bom,Fy_proa_bor,fx_rotores,fy_rotores,fx_casco_sup,fx,Lift_popa_bom,Lift_popa_bor,Lift_proa_bom,Lift_proa_bor,Drag_popa_bom,Drag_popa_bor,Drag_proa_bom,Drag_proa_bor,CL_popa_bom,CL_popa_bor,CL_proa_bom,CL_proa_bor,CD_popa_bom,CD_popa_bor,CD_proa_bom,CD_proa_bor,Media LIFT,Media DRAG,Mz_popa_bom,Mz_popa_bor,Mz_proa_bom,Mz_proa_bor,Mz_rotor,c_x,P_popa_bom,P_popa_bor,P_proa_bom,P_proa_bor,Pcons
270,8.5,180,6,23587,25673,23413,27133,-14020,-12739,-13915,-12046,23.6,25.7,23.4,27.1,-14.0,-12.7,-13.9,-12.0,99.8,-52.7,2.0,101.9,23.6,25.7,23.4,27.1,14.0,12.7,13.9,12.0,6.2,6.8,6.2,7.2,3.7,3.4,3.7,3.2,25.0,13.2,7019.3,6837.9,7095.7,6777.2,27730.1,6.601,-147011.875422286,-143212.642706544,-148611.993280514,-141941.344879392,774.370475051647
270,8.5,180,10,56188,61503,64936,69718,-30445,-40383,-28314,-35520,56.2,61.5,64.9,69.7,-30.4,-40.4,-28.3,-35.5,252.3,-134.7,26.6,278.9,56.2,61.5,64.9,69.7,30.4,40.4,28.3,35.5,5.4,5.9,6.2,6.6,2.9,3.8,2.7,3.4,63.1,33.7,6739.9,6504,6466.7,6150.6,25861.2,6.008,-141160.135506199,-136219.457459653,-135438.248086461,-128817.865167796,722.180941626812
270,8.5,180,12,80740,93100,92250,103510,-41210,-54130,-38210,-52950,80.7,93.1,92.3,103.5,-41.2,-54.1,-38.2,-53.0,369.6,-186.5,39.4,409.0,80.7,93.1,92.3,103.5,41.2,54.1,38.2,53.0,5.3,6.2,6.1,6.8,2.7,3.6,2.5,3.5,92.4,46.6,6356.5,6273.9,6258.2,6701.4,25590,6.111,-133130.224683623,-131400.254329047,-131071.434297971,-140353.793391778,714.607608936558
270,16,100,6,24028,29096,28633,31433,-11883,-13307,-12063,-15722,24.0,29.1,28.6,31.4,-11.9,-13.3,-12.1,-15.7,113.2,-53.0,6.1,119.3,24.0,29.1,28.6,31.4,11.9,13.3,12.1,15.7,6.4,7.7,7.6,8.3,3.1,3.5,3.2,4.2,28.3,13.2,2200.4,2132.6,2122.2,2050.5,8505.7,7.486,-25602.8165739222,-24813.9277520207,-24692.9182572158,-23858.6508747625,131.957751277228
270,16,100,10,62226,82220,71307,85504,-26294,-31580,-24719,-34727,62.2,82.2,71.3,85.5,-26.3,-31.6,-24.7,-34.7,301.3,-117.3,21.4,322.7,62.2,82.2,71.3,85.5,26.3,31.6,24.7,34.7,5.9,7.8,6.8,8.1,2.5,3.0,2.4,3.3,75.3,29.3,2242.7,2242.8,2118,2122.4,8725.9,7.173,-26094.9994229845,-26096.1629758192,-24644.0490381599,-24695.2453628851,135.373942399798
270,16,100,12,85720,104660,87300,104580,-32230,-37370,-28710,-37970,85.7,104.7,87.3,104.6,-32.2,-37.4,-28.7,-38.0,382.3,-136.3,28.5,410.8,85.7,104.7,87.3,104.6,32.2,37.4,28.7,38.0,5.7,6.9,5.8,6.9,2.1,2.5,1.9,2.5,95.6,34.1,2292.9,2394.5,2229.9,2266.6,9183.9,6.320,-26679.1029459853,-27861.2726260028,-25946.0646601477,-26373.088550469,142.47937171014
270,16,180,6,24556,26789,24232,26895,-11468,-10371,-9560,-10385,24.6,26.8,24.2,26.9,-11.5,-10.4,-9.6,-10.4,102.5,-41.8,0.1,102.6,24.6,26.8,24.2,26.9,11.5,10.4,9.6,10.4,6.5,7.1,6.4,7.1,3.0,2.7,2.5,2.7,25.6,10.4,6994,6936,7074.6,7055.1,28059.7,6.777,-146481.99346138,-145267.244301992,-148170.075913909,-147761.668868942,783.574643394965
270,16,180,10,62210,76745,79103,80089,-30844,-36110,-35310,-39944,62.2,76.7,79.1,80.1,-30.8,-36.1,-35.3,-39.9,298.1,-142.2,9.1,307.2,62.2,76.7,79.1,80.1,30.8,36.1,35.3,39.9,5.9,7.3,7.5,7.6,2.9,3.4,3.4,3.8,74.5,35.6,6742.7,6434.7,6396.9,5915.8,25490.1,7.099,-141218.778569066,-134768.041653695,-133976.36030499,-123900.225467377,711.81787466017
270,16,180,12,92110,127780,105070,136180,-43390,-58390,-43380,-65530,92.1,127.8,105.1,136.2,-43.4,-58.4,-43.4,-65.5,461.1,-210.7,31.5,492.7,92.1,127.8,105.1,136.2,43.4,58.4,43.4,65.5,6.1,8.5,6.9,9.0,2.9,3.9,2.9,4.3,115.3,52.7,6145.4,5952.2,6059.4,6483.5,24640.5,7.625,-128708.956622471,-124662.585284648,-126907.776834413,-135790.106463663,688.09256694026
300,8.5,100,6,28386,23894,30329,27879,-21,-1733,2038,-1771,28.4,23.9,30.3,27.9,0.0,-1.7,2.0,-1.8,110.5,-1.5,13.2,123.7,24.6,19.8,27.3,23.3,14.2,13.4,13.4,15.5,6.5,5.2,7.2,6.2,3.8,3.6,3.5,4.1,23.7,14.1,2155.7,2190.6,2089.9,2024.7,8460.9,7.307,-25082.7084568278,-25488.7883961252,-24317.0906916197,-23558.4542434195,131.26272238399
300,8.5,100,10,77530,61610,74510,68480,4080,550,9910,-440,77.5,61.6,74.5,68.5,4.1,0.6,9.9,-0.4,282.1,14.1,36.1,318.3,69.2,53.6,69.5,59.1,35.2,30.3,28.7,34.6,6.6,5.1,6.6,5.6,3.4,2.9,2.7,3.3,62.8,32.2,2243.6,2225.2,2156.8,2011.5,8637.1,6.717,-26105.4713984965,-25891.3776769185,-25095.5075380091,-23404.865269244,133.996295843558
300,8.5,100,12,94700,85040,78810,80160,7530,3080,12810,1080,94.7,85.0,78.8,80.2,7.5,3.1,12.8,1.1,338.7,24.5,48.2,386.9,85.8,75.2,74.7,70.0,40.8,39.9,28.3,39.1,5.7,5.0,4.9,4.6,2.7,2.6,1.9,2.6,76.4,37.0,2137.9,2372.6,2181.7,2385.1,9077.3,5.600,-24875.5960522579,-27606.4545552116,-25385.2321938402,-27751.8986595445,140.825575281139
300,8.5,180,6,25337,26271,24179,24340,-909,-943,-862,337,25.3,26.3,24.2,24.3,-0.9,-0.9,-0.9,0.3,100.1,-2.4,20.6,120.8,21.5,22.3,20.5,21.2,13.5,14.0,12.8,11.9,5.7,5.9,5.4,5.6,3.6,3.7,3.4,3.1,21.4,13.0,6955.4,6849.4,7052.2,6990.2,27847.2,6.622,-145673.556951856,-143453.49814332,-147700.931410973,-146402.406447489,777.640523938184
300,8.5,180,10,79170,64490,62260,80710,-1890,-5240,2390,-8550,79.2,64.5,62.3,80.7,-1.9,-5.2,2.4,-8.6,286.6,-13.3,36.6,323.2,67.6,53.2,55.1,65.6,41.2,36.8,29.1,47.8,6.4,5.1,5.2,6.2,3.9,3.5,2.8,4.5,60.4,38.7,6334.5,6483.5,6593.4,6540.2,25951.6,6.825,-132669.457761097,-135790.106463663,-138091.846681193,-136977.62848672,724.705385856897
300,8.5,180,12,113346,102423,77253,100653,233,-8114,4489,-10135,113.3,102.4,77.3,100.7,0.2,-8.1,4.5,-10.1,393.7,-13.5,53.9,447.6,98.3,84.6,69.1,82.1,56.5,58.2,34.7,59.1,6.5,5.6,4.6,5.4,3.7,3.9,2.3,3.9,83.5,52.1,6146.8,6320.2,6562.4,6739.7,25769.1,6.509,-128738.278153905,-132369.959261455,-137442.584199451,-141155.946715994,719.609024441073
300,16,100,6,32374,22100,35174,30800,1980,-887,3375,-595,32.4,22.1,35.2,30.8,2.0,-0.9,3.4,-0.6,120.4,3.9,10.8,131.3,29.0,18.7,32.1,26.4,14.5,11.8,14.7,15.9,7.7,4.9,8.5,7.0,3.8,3.1,3.9,4.2,26.6,14.2,2140.2,2161.9,2043.2,2016.8,8362.1,7.966,-24902.3577674551,-25154.8487325769,-23773.7115178321,-23466.5335694811,129.729935449794
300,16,100,10,81886,50528,81127,71619,10446,1743,13381,2921,81.9,50.5,81.1,71.6,10.4,1.7,13.4,2.9,285.2,28.5,22.2,307.4,76.1,44.6,76.9,63.5,31.9,23.8,29.0,33.3,7.3,4.3,7.3,6.0,3.0,2.3,2.8,3.2,65.3,29.5,2013.6,2265.3,2008,2300.9,8587.8,6.790,-23429.2998787719,-26357.9623636184,-23364.1409200308,-26772.1871727584,133.231453780239
300,16,100,12,104730,70560,104680,92620,16940,4580,21310,6730,104.7,70.6,104.7,92.6,16.9,4.6,21.3,6.7,372.6,49.6,32.5,405.0,99.2,63.4,101.3,83.6,37.7,31.3,33.9,40.5,6.6,4.2,6.7,5.5,2.5,2.1,2.2,2.7,86.9,35.8,2087.2,2355.6,2053.5,2372.5,8868.8,6.161,-24285.6747650838,-27408.6505733189,-23893.5574598024,-27605.291002377,137.590898400776
300,16,180,6,23568,26789,23211,24551,-1440,-66,252,211,23.6,26.8,23.2,24.6,-1.4,-0.1,0.3,0.2,98.1,-1.0,18.1,116.2,19.7,23.2,20.2,21.4,13.0,13.5,11.4,12.1,5.2,6.1,5.4,5.7,3.4,3.6,3.0,3.2,21.1,12.5,7021,6844,7221.4,6992.9,28079.3,6.489,-147047.480139026,-143340.40080779,-151244.647924222,-146458.955115254,784.12197864839
300,16,180,10,85426,53312,89743,86254,5580,-2655,7751,2028,85.4,53.3,89.7,86.3,5.6,-2.7,7.8,2.0,314.7,12.7,27.1,341.8,76.8,44.8,81.6,75.7,37.9,29.0,38.2,41.4,7.3,4.3,7.8,7.2,3.6,2.8,3.6,3.9,69.7,36.6,6196.9,6583.6,6175.8,6499.1,25455.4,7.494,-129787.570100204,-137886.595961158,-129345.652733599,-136116.832099636,710.848867859463
300,16,180,12,134190,79000,123490,122710,12940,-2270,13090,-2830,134.2,79.0,123.5,122.7,12.9,-2.3,13.1,-2.8,459.4,20.9,35.0,494.4,122.7,67.3,113.5,104.9,55.9,41.5,50.4,63.8,8.1,4.4,7.5,6.9,3.7,2.7,3.3,4.2,102.1,52.9,5870.9,6534.8,6043.3,6747.3,25196.3,7.596,-122959.842066402,-136864.531151191,-126570.579222928,-141315.120743776,703.613430912396
330,8.5,100,6,25236,27318,27309,21597,12488,13573,14414,11934,25.2,27.3,27.3,21.6,12.5,13.6,14.4,11.9,101.5,52.4,20.7,122.2,23.4,25.4,26.1,21.1,15.6,16.9,16.4,12.7,6.2,6.7,6.9,5.6,4.1,4.5,4.4,3.4,24.0,15.4,2150.2,2056.3,2017.5,2181.5,8405.5,6.710,-25018.7130509214,-23926.1369391729,-23474.6784393237,-25382.9050881709,130.403244690119
330,8.5,100,10,69180,40000,70770,62370,51460,24020,52690,28140,69.2,40.0,70.8,62.4,51.5,24.0,52.7,28.1,242.3,156.3,51.1,293.4,79.2,40.8,81.0,55.6,34.2,22.6,34.9,39.9,7.5,3.9,7.7,5.3,3.3,2.2,3.3,3.8,64.1,32.9,1901,2108.7,1992.8,2359.2,8361.7,5.770,-22119.1393869415,-24535.8386245363,-23187.280889162,-27450.5384753668,129.723729834675
330,8.5,100,12,87630,51800,90020,85910,69670,33470,70820,44040,87.6,51.8,90.0,85.9,69.7,33.5,70.8,44.0,315.4,218.0,72.7,388.1,104.2,54.9,106.3,81.1,41.1,28.1,42.5,52.4,6.9,3.6,7.0,5.4,2.7,1.9,2.8,3.5,86.6,41.0,1872.2,2219.8,1991.5,2469.2,8552.7,5.214,-21784.0361705586,-25828.5458238468,-23172.1547023114,-28730.446593496,132.686911053617
330,8.5,180,6,22586,17036,21270,22046,9977,10295,12466,7273,22.6,17.0,21.3,22.0,10.0,10.3,12.5,7.3,82.9,40.0,23.7,106.7,19.9,17.4,21.4,17.3,14.6,9.6,12.2,15.5,5.3,4.6,5.7,4.6,3.9,2.5,3.2,4.1,19.0,13.0,7119.1,7011.1,6967.3,7117.5,28215,5.485,-149102.081734474,-146840.135023889,-145922.789969041,-149068.571412836,787.91143752032
330,8.5,180,10,67880,34250,84370,71330,43590,15760,55670,25640,67.9,34.3,84.4,71.3,43.6,15.8,55.7,25.6,257.8,140.7,51.7,309.5,71.7,30.8,90.4,57.9,37.0,21.8,45.2,49.0,6.8,2.9,8.6,5.5,3.5,2.1,4.3,4.7,62.7,38.2,6994,7103.8,6920.8,7306,28324.6,6.139,-146481.99346138,-148781.639283808,-144948.896246428,-153016.506180847,790.972046896617
330,8.5,180,12,108730,64760,120420,102540,67890,35380,79880,39370,108.7,64.8,120.4,102.5,67.9,35.4,79.9,39.4,396.5,222.5,78.0,474.5,113.2,63.0,129.4,85.4,60.2,38.4,64.3,69.1,7.5,4.2,8.6,5.6,4.0,2.5,4.3,4.6,97.7,58.0,6275.3,6381.4,6063.3,6474.6,25194.6,6.555,-131429.57586048,-133651.729064119,-126989.458243407,-135603.70529955,703.565957956741
330,16,100,6,19331,19372,22111,20747,12176,12686,14625,16156,19.3,19.4,22.1,20.7,12.2,12.7,14.6,16.2,81.6,55.6,18.3,99.9,20.2,20.7,23.7,24.4,10.7,10.4,11.8,9.9,5.3,5.5,6.3,6.4,2.8,2.8,3.1,2.6,22.2,10.7,2218.5,2077.6,2106.1,1981,8383.2,5.394,-25813.4196369961,-24173.9736929561,-24505.586250835,-23049.9816546718,130.057281647279
330,16,100,10,65730,36850,71830,64690,55510,23610,54460,29130,65.7,36.9,71.8,64.7,55.5,23.6,54.5,29.1,239.1,162.7,46.3,285.4,80.9,38.9,83.1,57.6,29.2,20.1,35.0,41.5,7.7,3.7,7.9,5.5,2.8,1.9,3.3,3.9,65.1,31.4,1954.5,2103.3,1937.1,2254.1,8249,5.693,-22741.6401534861,-24473.0067714645,-22539.1819602548,-26227.6444461361,127.975297775122
330,16,100,12,82083,45672,86885,76369,69140,34395,70733,38879,82.1,45.7,86.9,76.4,69.1,34.4,70.7,38.9,291.0,213.1,62.9,353.9,100.9,52.6,104.7,71.9,36.5,22.4,39.9,46.7,6.7,3.5,6.9,4.8,2.4,1.5,2.6,3.1,82.5,36.4,2153.4,2122.7,2180.8,1898.8,8355.7,4.812,-25055.9467416306,-24698.7360213891,-25374.7602183282,-22093.5412245789,129.630645607902
330,16,180,6,22568,18421,21563,20144,10357,9601,11530,8406,22.6,18.4,21.6,20.1,10.4,9.6,11.5,8.4,82.7,39.9,19.0,101.7,20.3,17.5,20.8,17.4,14.4,11.2,12.9,13.2,5.4,4.6,5.5,4.6,3.8,3.0,3.4,3.5,19.0,12.9,7004.5,7039,7017.5,7054.9,28115.9,5.469,-146701.904947131,-147424.471257457,-146974.176310443,-147757.480078738,785.144043458358
330,16,180,10,66919,38480,75420,66062,46898,19568,54333,26465,66.9,38.5,75.4,66.1,46.9,19.6,54.3,26.5,246.9,147.3,48.3,295.2,74.1,36.2,84.8,56.0,34.5,23.5,38.1,44.0,7.1,3.4,8.1,5.3,3.3,2.2,3.6,4.2,62.7,35.0,6441.5,6557.8,6222.5,6578.8,25800.6,5.878,-134910.460520658,-137346.242024741,-130323.735246417,-137786.064996244,720.488670384078
330,16,180,12,103830,52990,115750,102530,72870,31650,79690,37500,103.8,53.0,115.8,102.5,72.9,31.7,79.7,37.5,375.1,221.7,66.3,441.4,115.0,53.9,126.9,83.7,53.5,30.1,60.4,70.0,7.6,3.6,8.4,5.5,3.5,2.0,4.0,4.6,94.9,53.5,6042.8,6548.7,6023.6,6578.7,25193.8,6.202,-126560.107247416,-137155.652070423,-126157.983387757,-137783.970601141,703.543617742316
